کد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,کد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مکان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
6143151812​,مهندسی محیط زیست,نظري,2,0,711521417​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/22 از 16:00 تا 18:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143207708​,ایمنی در جابجایی مواد و تجهیزات,آزمايشگاهي,1,1,711521416​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/21 از 14:00 تا 16:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075539​,خواهران,چهارشنبه از 13:15 تا 15:00,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6143176237​,پیشگیری و کنترل حریق,نظري_عملي,1,1,711521415​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/20 از 10:00 تا 12:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075538​,خواهران,چهارشنبه از 11:00 تا 11:45 چهارشنبه از ...,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6143110045​,ایمنی سیستمهای تحت فشار,كارگاهي,1,1,711521414​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/14 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143101475​,ارگونومی,آزمايشگاهي,1,1,711521413​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/13 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
7000004251​,ایمنی عمومی,نظري,2,0,711521412​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/24 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
7000004250​,حوادث و علل آن ها,نظري,2,0,711521411​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/22 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
99062​,ورزش 1,عملي,0,1,711521410​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/21 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
99062​,ورزش 1,عملي,0,1,71152149​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/20 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
98841​,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,71152148​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/19 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
98841​,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,71152147​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/17 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143130216​,ریاضی کاربردی,نظري,3,0,71152146​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/16 از 14:00 تا 16:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143206597​,زبان‌تخصصی,نظري,2,0,71152145​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/16 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143207697​,عوامل زیان آور محیط کار,نظري,2,0,71152144​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/15 از 14:00 تا 16:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143207717​,ایمنی برق و تاسیسات الکتریکی,آزمايشگاهي,1,1,71152143​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/15 از 10:00 تا 12:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143207701​,ایمنی کار با مواد خطرناک,كارگاهي,1,1,71152142​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/14 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
6143166113​,قوانین واستانداردهای ایمنی وبهداشت,نظري,2,0,71152141​,,,محمدحسین فاتحی دیندارلو,,0,,1405/10/13 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي صنایع-محل کلاس-152 - كازرون(7115224338),243 - لامرد(243),243 - لامرد(71243),71 - فارس(71)
5990145174​,مبانی شبکه‌های کامپیوتری,نظري,2,0,7720,,چهارشنبه از 16:15 تا 18:00,مرتضي شامخي,,35,,1405/10/21 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990134775​,سیستم عامل,نظري,2,0,7719,,چهارشنبه از 14:30 تا 16:15,مرتضي شامخي,,35,,1405/10/20 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990103163​,آزمایشگاه نرم‌افزارهای گرافیکی,عملي,0,1,7718,,چهارشنبه از 17:30 تا 19:30,علی حسینی,,35,,1405/10/06 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990103163​,آزمایشگاه نرم‌افزارهای گرافیکی,عملي,0,1,7717,,سه شنبه از 17:30 تا 19:30,علی حسینی,,35,,1405/10/06 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990181603​,آزمایشگاه نرم افزارهای اداری,عملي,0,1,7716,,چهارشنبه از 15:30 تا 17:30,علی حسینی,,35,,1405/10/05 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990181603​,آزمایشگاه نرم افزارهای اداری,عملي,0,1,7715,,سه شنبه از 15:30 تا 17:30,علی حسینی,,35,,1405/10/05 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990147565​,محیط‌ های‌ چندرسانه‌ ای‌,نظري_عملي,1,1,7714,,چهارشنبه از 12:45 تا 15:30,علی حسینی,,35,,1405/10/19 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990147565​,محیط‌ های‌ چندرسانه‌ ای‌,نظري_عملي,1,1,7713,,سه شنبه از 12:45 تا 15:30,علی حسینی,,35,,1405/10/19 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075537​,برادران,چهارشنبه از 09:15 تا 11:00,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075536​,برادران,چهارشنبه از 07:30 تا 09:15,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990130047​,ریاضی عمومی,نظري,3,0,7712,,چهارشنبه از 10:00 تا 12:30,کبری صالحی,,35,,1405/10/17 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075535​,خواهران,يكشنبه از 13:15 تا 15:00,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990130047​,ریاضی عمومی,نظري,3,0,7711,,سه شنبه از 10:00 تا 12:30,کبری صالحی,,35,,1405/10/17 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075534​,خواهران,يكشنبه از 11:00 تا 11:45 يكشنبه از از ...,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1395134775​,سیستم عامل,نظري,3,0,7710,,يكشنبه از 17:00 تا 19:30,امیر محسنی آهویی,,35,,1405/10/16 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1395134775​,سیستم عامل,نظري,3,0,7709,,شنبه از 17:00 تا 19:30,ازاده ظهيري,,35,,1405/10/16 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990111667​,برنامه‌سازی پیشرفته,نظري_عملي,1,1,7708,,يكشنبه از 14:00 تا 17:00,ازاده ظهيري,,35,,1405/10/15 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075533​,برادران,يكشنبه از 09:15 تا 11:00,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990111667​,برنامه‌سازی پیشرفته,نظري_عملي,1,1,7707,,شنبه از 14:00 تا 17:00,ازاده ظهيري,,35,,1405/10/15 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990171998​,تجزیه و تحلیل سیستم ها,نظري,2,0,7706,,پنج شنبه از 09:15 تا 11:00,سیده آسیه عباسی,,35,,1405/10/14 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755​,انقلاب اسلامی ایران,نظري,2,0,1639075532​,برادران,يكشنبه از 07:30 تا 09:15,خسرو شمسایی,,45,,1405/10/13 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5990171998​,تجزیه و تحلیل سیستم ها,نظري,2,0,7705,,شنبه از 09:15 تا 11:00,سیده آسیه عباسی,,35,,1405/10/14 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000004963​,بسته های نرم افزاری,نظري,2,0,7704,,پنج شنبه از 11:00 تا 12:30,سیده آسیه عباسی,,35,,1405/10/13 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000004963​,بسته های نرم افزاری,نظري,2,0,7703,,شنبه از 11:00 تا 12:30,سیده آسیه عباسی,,35,,1405/10/13 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1197171567​,مبانی برنامه نویسی کامپیوتر,نظري,2,0,7702,,پنج شنبه از 07:30 تا 09:15,سیده آسیه عباسی,,35,,1405/10/12 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1197171567​,مبانی برنامه نویسی کامپیوتر,نظري,2,0,7701,,شنبه از 07:30 تا 09:15,سیده آسیه عباسی,,35,,1405/10/12 از 08:00 تا 10:00,,کاردانی پیوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841​,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884116​,خواهران,سه شنبه از 09:15 تا 11:00,دکتر مرتضی کشاورز,,45,,1405/10/17 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961​,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896111​,خواهران,پنج شنبه از 13:15 تا 15:00,سید خداکرم فلاحی,,45,,1405/10/23 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961​,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896110​,خواهران,پنج شنبه از 11:00 تا 11:45 پنج شنبه از ...,سید خداکرم فلاحی,,45,,1405/10/23 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961​,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896109​,برادران,پنج شنبه از 09:15 تا 11:00,سید خداکرم فلاحی,,45,,1405/10/23 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023068​,سیستم های توزیع شده,نظري,3,0,163333659​,,,غلامرضا ستوده,,0,,1405/10/24 از 08:00 تا 10:00,,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961​,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896108​,برادران,پنج شنبه از 07:30 تا 09:15,سید خداکرم فلاحی,,45,,1405/10/23 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041​,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904107​,برادران,يكشنبه از 16:45 تا 18:30,عبدالعلی تجرد,,45,,1405/10/19 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000000606​,رساله (6 واحد),پایان نامه_رساله,0,6,163333658​,,,,,12,,,,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041​,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904106​,خواهران,يكشنبه از 15:00 تا 16:45,عبدالعلی تجرد,,45,,1405/10/19 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041​,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904105​,برادران,يكشنبه از 13:15 تا 15:00,عبدالعلی تجرد,,45,,1405/10/19 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023519​,مباحث ویژه در هوش مصنوعی و رباتیک 1,نظري,3,0,163333657​,فازی برای دکترا,,کاظم براتی مهر,,0,,1405/10/17 از 08:00 تا 10:00,,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023519​,مباحث ویژه در هوش مصنوعی و رباتیک 1,نظري,3,0,163333656​,فازی برای دکترا,,فرزاد قهرمانی,,0,,1405/10/17 از 08:00 تا 10:00,,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023524​,تحلیل شبکه های پیچیده,نظري,3,0,163333654​,,,کاظم براتی مهر,,0,,1405/10/08 از 08:00 تا 10:00,,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000038261​,تحلیل داده,نظري,3,0,163330672​,,چهارشنبه از 10:15 تا 11:45 چهارشنبه از ...,الهام پروین نیا,,0,,1405/10/16 از 08:00 تا 10:00,مهندسی یک-19 کارگاه کامپیوتر,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031537​,مدارهای منطقی,نظري,3,0,72,,,حسین حیدری,,50,,1405/10/22 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح استان,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7129230),292 - نورآباد ممسني(292),292 - نورآباد ممسني(71292),71 - فارس(71)
7000035438​,علوم و معارف دفاع مقدس و مقاومت,نظري,2,0,163700018​,برادران,دوشنبه از 15:00 تا 16:45,محمد آزاد,,45,,1405/10/21 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035438​,علوم و معارف دفاع مقدس و مقاومت,نظري,2,0,163700017​,برادران,دوشنبه از 16:45 تا 18:30,محمد آزاد,,45,,1405/10/21 از 16:30 تا 18:00,اقتصاد ومدیریت-007,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035438​,علوم و معارف دفاع مقدس و مقاومت,نظري,2,0,163700016​,خواهران,دوشنبه از 13:15 تا 15:00,محمد آزاد,,45,,1405/10/21 از 16:30 تا 18:00,اقتصاد ومدیریت-005,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035438​,علوم و معارف دفاع مقدس و مقاومت,نظري,2,0,163700015​,خواهران,شنبه از 16:45 تا 18:30,محمد آزاد,,45,,1405/10/21 از 16:30 تا 18:00,مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000038387​,پردازش تصویر,نظري,3,0,163330670​,,پنج شنبه از 07:30 تا 10:15,مهدی محرابی,,0,,1405/10/16 از 08:00 تا 10:00,,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000038387​,پردازش تصویر,نظري,3,0,163330669​,,چهارشنبه از 15:45 تا 18:30,مهدی محرابی,,0,,1405/10/08 از 08:00 تا 10:00,مهندسی یک-120,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000023505​,رایانش عصبی و یادگیری عمیق,نظري,3,0,163333653​,,چهارشنبه از 10:15 تا 11:45 چهارشنبه از ...,محمد علی اسدی,,0,,1405/10/16 از 08:00 تا 10:00,مهندسی یک-117,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000002166​,زبان تخصصی پیشرفته,نظري,2,0,163333652​,,چهارشنبه از 13:15 تا 15:45,امیر رضا استخریان حقیقی,,0,,1405/10/09 از 08:00 تا 10:00,مهندسی یک-118,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1603164370​,تجارت الکترنیکی,نظري,3,0,163330668​,,چهارشنبه از 15:45 تا 18:30,امیر رضا استخریان حقیقی,,0,,1405/10/17 از 08:00 تا 10:00,مهندسی یک-118,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4722169050​,بازاریابی الکترونیکی,نظري,3,0,163330667​,,پنج شنبه از 10:15 تا 11:45 پنج شنبه از ...,امیر رضا استخریان حقیقی,,0,,1405/10/16 از 08:00 تا 10:00,مهندسی یک-120,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4722173617​,تجارت الکترونیکی سیار و محاسبات فراگیر,نظري,3,0,163330666​,,پنج شنبه از 07:30 تا 10:15,امیر رضا استخریان حقیقی,,0,,1405/10/23 از 08:00 تا 10:00,مهندسی یک-120,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005125​,روش تحقیق,نظري,2,0,163330665​,,چهارشنبه از 13:15 تا 15:45,فرزاد قهرمانی,,0,,1405/10/16 از 08:00 تا 10:00,مهندسی یک-304,كارشناسي ارشد ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000002170​,روش تحقیق، مقاله و رساله نویسی پیشرفته,نظري,2,0,163333650​,,چهارشنبه از 15:45 تا 18:30,محمدامین شایگان,,0,,1405/10/23 از 08:00 تا 10:00,مهندسی یک-210,دكتري تخصصي,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
